No,Country,Latitude,Longitude,Crop,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
20667,Morocco,31.7917,-7.0926,Maize,2005,2036,346,13966,18.18
20515,Morocco,31.7917,-7.0926,Potatoes,1993,156153,346,10585.43,16.94
20668,Morocco,31.7917,-7.0926,Maize,2005,2036,346,13966,18.15
20669,Morocco,31.7917,-7.0926,Potatoes,2005,238090,346,13966,18.18
20567,Morocco,31.7917,-7.0926,Wheat,1996,18415,346,11806.86,17.75
20648,Morocco,31.7917,-7.0926,Soybeans,2002,10000,346,14249.71,18.19
20492,Morocco,31.7917,-7.0926,Sorghum,1991,4712,346,9771.14,17.47
20493,Morocco,31.7917,-7.0926,Soybeans,1991,14178,346,9771.14,17.25
20522,Morocco,31.7917,-7.0926,Soybeans,1993,10000,346,10585.43,17.11
20680,Morocco,31.7917,-7.0926,Wheat,2005,10261,346,13966,18.15
20540,Morocco,31.7917,-7.0926,Wheat,1994,18111,346,10992.57,17.98
20791,Morocco,31.7917,-7.0926,Wheat,2013,21640,346,13697,18.79
20494,Morocco,31.7917,-7.0926,Soybeans,1991,14178,346,9771.14,17.47
20673,Morocco,31.7917,-7.0926,Sorghum,2005,5451,346,13966,18.18
20524,Morocco,31.7917,-7.0926,Sweet potatoes,1993,150000,346,10585.43,17.11
20491,Morocco,31.7917,-7.0926,Sorghum,1991,4712,346,9771.14,17.25
20651,Morocco,31.7917,-7.0926,Wheat,2002,12793,346,14249.71,18.25
20566,Morocco,31.7917,-7.0926,Sweet potatoes,1996,163636,346,11806.86,17.97
20516,Morocco,31.7917,-7.0926,Potatoes,1993,156153,346,10585.43,17.11
20495,Morocco,31.7917,-7.0926,Sweet potatoes,1991,156000,346,9771.14,17.25
20672,Morocco,31.7917,-7.0926,"Rice, paddy",2005,68000,346,13966,18.15
20792,Morocco,31.7917,-7.0926,Wheat,2013,21640,346,13697,18.62
20497,Morocco,31.7917,-7.0926,Wheat,1991,18699,346,9771.14,17.25
20490,Morocco,31.7917,-7.0926,"Rice, paddy",1991,38406,346,9771.14,17.47
20565,Morocco,31.7917,-7.0926,Sweet potatoes,1996,163636,346,11806.86,17.75
20498,Morocco,31.7917,-7.0926,Wheat,1991,18699,346,9771.14,17.47
20678,Morocco,31.7917,-7.0926,Sweet potatoes,2005,129483,346,13966,18.15
20674,Morocco,31.7917,-7.0926,Sorghum,2005,5451,346,13966,18.15
20789,Morocco,31.7917,-7.0926,Sweet potatoes,2013,245134,346,13697,18.79
20676,Morocco,31.7917,-7.0926,Soybeans,2005,10000,346,13966,18.15
20496,Morocco,31.7917,-7.0926,Sweet potatoes,1991,156000,346,9771.14,17.47
20790,Morocco,31.7917,-7.0926,Sweet potatoes,2013,245134,346,13697,18.62
20675,Morocco,31.7917,-7.0926,Soybeans,2005,10000,346,13966,18.18
20908,Mozambique,-18.6657,35.5296,"Rice, paddy",2007,2845,1032,547.31,21.91
20907,Mozambique,-18.6657,35.5296,Potatoes,2007,133333,1032,547.31,21.91
20794,Mozambique,-18.6657,35.5296,Maize,1990,4480,1032,102.26,21.51
20906,Mozambique,-18.6657,35.5296,Maize,2007,6813,1032,547.31,21.91
20905,Mozambique,-18.6657,35.5296,Cassava,2007,49902,1032,547.31,21.91
20857,Mozambique,-18.6657,35.5296,Maize,1999,11596,1032,43.34,22.19
20938,Mozambique,-18.6657,35.5296,Sweet potatoes,2011,118660,1032,766.93,21.69
20856,Mozambique,-18.6657,35.5296,Cassava,1999,57964,1032,43.34,22.19
20864,Mozambique,-18.6657,35.5296,Maize,2000,9399,1032,34.69,21.51
20860,Mozambique,-18.6657,35.5296,Sorghum,1999,5869,1032,43.34,22.19
20793,Mozambique,-18.6657,35.5296,Cassava,1990,48612,1032,102.26,21.51
20863,Mozambique,-18.6657,35.5296,Cassava,2000,57911,1032,34.69,21.51
20868,Mozambique,-18.6657,35.5296,Sweet potatoes,2000,71667,1032,34.69,21.51
20797,Mozambique,-18.6657,35.5296,Sorghum,1990,4329,1032,102.26,21.51
20828,Mozambique,-18.6657,35.5296,Cassava,1995,42395,1032,72.19,21.89
20870,Mozambique,-18.6657,35.5296,Cassava,2001,71627,1032,26.05,21.94
20795,Mozambique,-18.6657,35.5296,Potatoes,1990,120710,1032,102.26,21.51
20930,Mozambique,-18.6657,35.5296,Sorghum,2010,6089,1032,1187.1,22.1
20937,Mozambique,-18.6657,35.5296,Sorghum,2011,6412,1032,766.93,21.69
20935,Mozambique,-18.6657,35.5296,Potatoes,2011,142473,1032,766.93,21.69
20909,Mozambique,-18.6657,35.5296,Sorghum,2007,4314,1032,547.31,21.91
20796,Mozambique,-18.6657,35.5296,"Rice, paddy",1990,8747,1032,102.26,21.51
20829,Mozambique,-18.6657,35.5296,Maize,1995,6794,1032,72.19,21.89
20861,Mozambique,-18.6657,35.5296,Sweet potatoes,1999,72727,1032,43.34,22.19
20867,Mozambique,-18.6657,35.5296,Sorghum,2000,5798,1032,34.69,21.51
20917,Mozambique,-18.6657,35.5296,Sweet potatoes,2008,86946,1032,890.47,21.76
20832,Mozambique,-18.6657,35.5296,Sorghum,1995,5648,1032,72.19,21.89
20939,Mozambique,-18.6657,35.5296,Wheat,2011,17042,1032,766.93,21.69
20830,Mozambique,-18.6657,35.5296,Potatoes,1995,127749,1032,72.19,21.89
20831,Mozambique,-18.6657,35.5296,"Rice, paddy",1995,8717,1032,72.19,21.89
20918,Mozambique,-18.6657,35.5296,Wheat,2008,12500,1032,890.47,21.76
20869,Mozambique,-18.6657,35.5296,Wheat,2000,10000,1032,34.69,21.51
20833,Mozambique,-18.6657,35.5296,Sweet potatoes,1995,64706,1032,72.19,21.89
20845,Mozambique,-18.6657,35.5296,"Rice, paddy",1997,10904,1032,60.63,21.54
20862,Mozambique,-18.6657,35.5296,Wheat,1999,11297,1032,43.34,22.19
20844,Mozambique,-18.6657,35.5296,Potatoes,1997,123891,1032,60.63,21.54
20936,Mozambique,-18.6657,35.5296,"Rice, paddy",2011,11366,1032,766.93,21.69
20934,Mozambique,-18.6657,35.5296,Maize,2011,12020,1032,766.93,21.69
20928,Mozambique,-18.6657,35.5296,Potatoes,2010,142467,1032,1187.1,22.1
20929,Mozambique,-18.6657,35.5296,"Rice, paddy",2010,11365,1032,1187.1,22.1
20879,Mozambique,-18.6657,35.5296,Potatoes,2002,128843,1032,17.4,21.96
20858,Mozambique,-18.6657,35.5296,Potatoes,1999,125402,1032,43.34,22.19
20859,Mozambique,-18.6657,35.5296,"Rice, paddy",1999,10000,1032,43.34,22.19
20881,Mozambique,-18.6657,35.5296,Sorghum,2002,3954,1032,17.4,21.96
20882,Mozambique,-18.6657,35.5296,Sweet potatoes,2002,47289,1032,17.4,21.96
20883,Mozambique,-18.6657,35.5296,Wheat,2002,10385,1032,17.4,21.96
20898,Mozambique,-18.6657,35.5296,Cassava,2006,63907,1032,891.54,21.68
20846,Mozambique,-18.6657,35.5296,Sorghum,1997,5802,1032,60.63,21.54
20871,Mozambique,-18.6657,35.5296,Maize,2001,9580,1032,26.05,21.94
20872,Mozambique,-18.6657,35.5296,Potatoes,2001,127711,1032,26.05,21.94
20866,Mozambique,-18.6657,35.5296,"Rice, paddy",2000,9816,1032,34.69,21.51
20904,Mozambique,-18.6657,35.5296,Wheat,2006,12353,1032,891.54,21.68
20873,Mozambique,-18.6657,35.5296,"Rice, paddy",2001,9582,1032,26.05,21.94
20884,Mozambique,-18.6657,35.5296,Cassava,2004,60017,1032,572.99,21.89
20931,Mozambique,-18.6657,35.5296,Sweet potatoes,2010,111841,1032,1187.1,22.1
20932,Mozambique,-18.6657,35.5296,Wheat,2010,13367,1032,1187.1,22.1
20841,Mozambique,-18.6657,35.5296,Wheat,1996,11268,1032,65.85,21.53
20843,Mozambique,-18.6657,35.5296,Maize,1997,9033,1032,60.63,21.54
20842,Mozambique,-18.6657,35.5296,Cassava,1997,53820,1032,60.63,21.54
20888,Mozambique,-18.6657,35.5296,Sorghum,2004,5663,1032,572.99,21.89
20809,Mozambique,-18.6657,35.5296,Potatoes,1992,125440,1032,102.26,22.6
20910,Mozambique,-18.6657,35.5296,Sweet potatoes,2007,98901,1032,547.31,21.91
20865,Mozambique,-18.6657,35.5296,Potatoes,2000,126562,1032,34.69,21.51
20848,Mozambique,-18.6657,35.5296,Wheat,1997,11241,1032,60.63,21.54
20824,Mozambique,-18.6657,35.5296,"Rice, paddy",1994,8345,1032,102.26,21.35
20825,Mozambique,-18.6657,35.5296,Sorghum,1994,4423,1032,102.26,21.35
20826,Mozambique,-18.6657,35.5296,Sweet potatoes,1994,68966,1032,102.26,21.35
20827,Mozambique,-18.6657,35.5296,Wheat,1994,11379,1032,102.26,21.35
20953,Mozambique,-18.6657,35.5296,Wheat,2013,10951,1032,766.93,21.37
20880,Mozambique,-18.6657,35.5296,"Rice, paddy",2002,2789,1032,17.4,21.96
20897,Mozambique,-18.6657,35.5296,Wheat,2005,11071,1032,770.88,22.27
20840,Mozambique,-18.6657,35.5296,Sweet potatoes,1996,67442,1032,65.85,21.53
20853,Mozambique,-18.6657,35.5296,Sorghum,1998,6625,1032,51.98,22.22
20808,Mozambique,-18.6657,35.5296,Maize,1992,1587,1032,102.26,22.6
20899,Mozambique,-18.6657,35.5296,Maize,2006,8387,1032,891.54,21.68
20847,Mozambique,-18.6657,35.5296,Sweet potatoes,1997,67816,1032,60.63,21.54
20799,Mozambique,-18.6657,35.5296,Wheat,1990,18001,1032,102.26,21.51
20911,Mozambique,-18.6657,35.5296,Wheat,2007,11765,1032,547.31,21.91
20926,Mozambique,-18.6657,35.5296,Cassava,2010,77638,1032,1187.1,22.1
20835,Mozambique,-18.6657,35.5296,Cassava,1996,47674,1032,65.85,21.53
20836,Mozambique,-18.6657,35.5296,Maize,1996,9395,1032,65.85,21.53
20885,Mozambique,-18.6657,35.5296,Maize,2004,8085,1032,572.99,21.89
20886,Mozambique,-18.6657,35.5296,Potatoes,2004,129868,1032,572.99,21.89
20887,Mozambique,-18.6657,35.5296,"Rice, paddy",2004,9604,1032,572.99,21.89
20852,Mozambique,-18.6657,35.5296,"Rice, paddy",1998,10552,1032,51.98,22.22
20941,Mozambique,-18.6657,35.5296,Maize,2012,14980,1032,766.93,21.92
20942,Mozambique,-18.6657,35.5296,Potatoes,2012,143961,1032,766.93,21.92
20807,Mozambique,-18.6657,35.5296,Cassava,1992,33284,1032,102.26,22.6
20933,Mozambique,-18.6657,35.5296,Cassava,2011,78029,1032,766.93,21.69
20900,Mozambique,-18.6657,35.5296,Potatoes,2006,132353,1032,891.54,21.68
20901,Mozambique,-18.6657,35.5296,"Rice, paddy",2006,2729,1032,891.54,21.68
20902,Mozambique,-18.6657,35.5296,Sorghum,2006,4961,1032,891.54,21.68
20903,Mozambique,-18.6657,35.5296,Sweet potatoes,2006,84629,1032,891.54,21.68
20812,Mozambique,-18.6657,35.5296,Sweet potatoes,1992,63415,1032,102.26,22.6
20849,Mozambique,-18.6657,35.5296,Cassava,1998,55557,1032,51.98,22.22
20850,Mozambique,-18.6657,35.5296,Maize,1998,9006,1032,51.98,22.22
20851,Mozambique,-18.6657,35.5296,Potatoes,1998,122951,1032,51.98,22.22
20896,Mozambique,-18.6657,35.5296,Sweet potatoes,2005,71869,1032,770.88,22.27
20894,Mozambique,-18.6657,35.5296,"Rice, paddy",2005,2034,1032,770.88,22.27
20876,Mozambique,-18.6657,35.5296,Wheat,2001,10000,1032,26.05,21.94
20943,Mozambique,-18.6657,35.5296,"Rice, paddy",2012,5589,1032,766.93,21.92
20798,Mozambique,-18.6657,35.5296,Sweet potatoes,1990,58544,1032,102.26,21.51
20822,Mozambique,-18.6657,35.5296,Maize,1994,5207,1032,102.26,21.35
20823,Mozambique,-18.6657,35.5296,Potatoes,1994,126980,1032,102.26,21.35
20946,Mozambique,-18.6657,35.5296,Wheat,2012,9958,1032,766.93,21.92
20915,Mozambique,-18.6657,35.5296,"Rice, paddy",2008,2836,1032,890.47,21.76
20916,Mozambique,-18.6657,35.5296,Sorghum,2008,3291,1032,890.47,21.76
20877,Mozambique,-18.6657,35.5296,Cassava,2002,48556,1032,17.4,21.96
20878,Mozambique,-18.6657,35.5296,Maize,2002,7065,1032,17.4,21.96
20952,Mozambique,-18.6657,35.5296,Sweet potatoes,2013,209796,1032,766.93,21.37
20839,Mozambique,-18.6657,35.5296,Sorghum,1996,5698,1032,65.85,21.53
20875,Mozambique,-18.6657,35.5296,Sweet potatoes,2001,69231,1032,26.05,21.94
20923,Mozambique,-18.6657,35.5296,Sorghum,2009,6224,1032,914.92,21.7
20924,Mozambique,-18.6657,35.5296,Sweet potatoes,2009,104287,1032,914.92,21.7
20810,Mozambique,-18.6657,35.5296,"Rice, paddy",1992,2988,1032,102.26,22.6
20919,Mozambique,-18.6657,35.5296,Cassava,2009,45215,1032,914.92,21.7
20920,Mozambique,-18.6657,35.5296,Maize,2009,10000,1032,914.92,21.7
20927,Mozambique,-18.6657,35.5296,Maize,2010,12024,1032,1187.1,22.1
20922,Mozambique,-18.6657,35.5296,"Rice, paddy",2009,9835,1032,914.92,21.7
20811,Mozambique,-18.6657,35.5296,Sorghum,1992,1689,1032,102.26,22.6
20949,Mozambique,-18.6657,35.5296,Potatoes,2013,135526,1032,766.93,21.37
20837,Mozambique,-18.6657,35.5296,Potatoes,1996,126820,1032,65.85,21.53
20838,Mozambique,-18.6657,35.5296,"Rice, paddy",1996,9653,1032,65.85,21.53
20940,Mozambique,-18.6657,35.5296,Cassava,2012,107501,1032,766.93,21.92
20895,Mozambique,-18.6657,35.5296,Sorghum,2005,2980,1032,770.88,22.27
20893,Mozambique,-18.6657,35.5296,Potatoes,2005,131341,1032,770.88,22.27
20925,Mozambique,-18.6657,35.5296,Wheat,2009,12500,1032,914.92,21.7
20889,Mozambique,-18.6657,35.5296,Sweet potatoes,2004,72000,1032,572.99,21.89
20855,Mozambique,-18.6657,35.5296,Wheat,1998,11255,1032,51.98,22.22
20944,Mozambique,-18.6657,35.5296,Sorghum,2012,4532,1032,766.93,21.92
20921,Mozambique,-18.6657,35.5296,Potatoes,2009,145000,1032,914.92,21.7
20947,Mozambique,-18.6657,35.5296,Cassava,2013,46115,1032,766.93,21.37
20948,Mozambique,-18.6657,35.5296,Maize,2013,6814,1032,766.93,21.37
20914,Mozambique,-18.6657,35.5296,Potatoes,2008,140000,1032,890.47,21.76
20950,Mozambique,-18.6657,35.5296,"Rice, paddy",2013,2824,1032,766.93,21.37
20874,Mozambique,-18.6657,35.5296,Sorghum,2001,5738,1032,26.05,21.94
20806,Mozambique,-18.6657,35.5296,Wheat,1991,15000,1032,102.26,21.77
20820,Mozambique,-18.6657,35.5296,Wheat,1993,11541,1032,102.26,22.04
20892,Mozambique,-18.6657,35.5296,Maize,2005,4950,1032,770.88,22.27
20945,Mozambique,-18.6657,35.5296,Sweet potatoes,2012,164573,1032,766.93,21.92
20834,Mozambique,-18.6657,35.5296,Wheat,1995,11314,1032,72.19,21.89
20854,Mozambique,-18.6657,35.5296,Sweet potatoes,1998,68182,1032,51.98,22.22
20890,Mozambique,-18.6657,35.5296,Wheat,2004,10870,1032,572.99,21.89
20803,Mozambique,-18.6657,35.5296,"Rice, paddy",1991,5290,1032,102.26,21.77
20951,Mozambique,-18.6657,35.5296,Sorghum,2013,3572,1032,766.93,21.37
20913,Mozambique,-18.6657,35.5296,Maize,2008,6177,1032,890.47,21.76
20801,Mozambique,-18.6657,35.5296,Maize,1991,3241,1032,102.26,21.77
20814,Mozambique,-18.6657,35.5296,Cassava,1993,41681,1032,102.26,22.04
20815,Mozambique,-18.6657,35.5296,Maize,1993,6332,1032,102.26,22.04
20813,Mozambique,-18.6657,35.5296,Wheat,1992,11111,1032,102.26,22.6
20891,Mozambique,-18.6657,35.5296,Cassava,2005,43155,1032,770.88,22.27
20819,Mozambique,-18.6657,35.5296,Sweet potatoes,1993,64706,1032,102.26,22.04
20802,Mozambique,-18.6657,35.5296,Potatoes,1991,124670,1032,102.26,21.77
20821,Mozambique,-18.6657,35.5296,Cassava,1994,36899,1032,102.26,21.35
20912,Mozambique,-18.6657,35.5296,Cassava,2008,40254,1032,890.47,21.76
20817,Mozambique,-18.6657,35.5296,"Rice, paddy",1993,6225,1032,102.26,22.04
20816,Mozambique,-18.6657,35.5296,Potatoes,1993,126210,1032,102.26,22.04
20804,Mozambique,-18.6657,35.5296,Sorghum,1991,3356,1032,102.26,21.77
20805,Mozambique,-18.6657,35.5296,Sweet potatoes,1991,65029,1032,102.26,21.77
20800,Mozambique,-18.6657,35.5296,Cassava,1991,37965,1032,102.26,21.77
20818,Mozambique,-18.6657,35.5296,Sorghum,1993,4130,1032,102.26,22.04
20993,Namibia,-22.9576,18.4904,Potatoes,2002,130435,285,56,20.76
21003,Namibia,-22.9576,18.4904,Wheat,2005,45255,285,56,20.46
20983,Namibia,-22.9576,18.4904,Wheat,1999,36440,285,56,20.62
20992,Namibia,-22.9576,18.4904,Maize,2002,13238,285,56,20.76
21023,Namibia,-22.9576,18.4904,Wheat,2010,61022,285,56,20.62
20994,Namibia,-22.9576,18.4904,Sorghum,2002,1891,285,56,20.76
21010,Namibia,-22.9576,18.4904,Sorghum,2007,2399,285,56,20.49
20981,Namibia,-22.9576,18.4904,Maize,1999,5276,285,56,20.62
20986,Namibia,-22.9576,18.4904,Sorghum,2000,4091,285,56,20.26
20989,Namibia,-22.9576,18.4904,Potatoes,2001,129032,285,56,20.37
20982,Namibia,-22.9576,18.4904,Sorghum,1999,2074,285,56,20.62
20995,Namibia,-22.9576,18.4904,Wheat,2002,63724,285,56,20.76
20996,Namibia,-22.9576,18.4904,Maize,2004,11301,285,56,21.01
21008,Namibia,-22.9576,18.4904,Maize,2007,20296,285,56,20.49
20987,Namibia,-22.9576,18.4904,Wheat,2000,50847,285,56,20.26
20977,Namibia,-22.9576,18.4904,Wheat,1997,46361,285,56,19.97
21026,Namibia,-22.9576,18.4904,Sorghum,2011,2931,285,56,19.26
21033,Namibia,-22.9576,18.4904,Potatoes,2013,120727,285,56,20.73
21009,Namibia,-22.9576,18.4904,Potatoes,2007,127855,285,56,20.49
21027,Namibia,-22.9576,18.4904,Wheat,2011,61267,285,56,19.26
20974,Namibia,-22.9576,18.4904,Wheat,1996,43846,285,56,19.79
20991,Namibia,-22.9576,18.4904,Wheat,2001,60464,285,56,20.37
21014,Namibia,-22.9576,18.4904,Sorghum,2008,4018,285,56,20.18
21015,Namibia,-22.9576,18.4904,Wheat,2008,61420,285,56,20.18
20955,Namibia,-22.9576,18.4904,Sorghum,1990,2052,285,42,20.4
21007,Namibia,-22.9576,18.4904,Wheat,2006,59308,285,56,19.42
20997,Namibia,-22.9576,18.4904,Potatoes,2004,110579,285,56,21.01
20954,Namibia,-22.9576,18.4904,Maize,1990,14871,285,42,20.4
21034,Namibia,-22.9576,18.4904,Sorghum,2013,2860,285,56,20.73
20985,Namibia,-22.9576,18.4904,Potatoes,2000,125000,285,56,20.26
21022,Namibia,-22.9576,18.4904,Sorghum,2010,2901,285,56,20.62
21020,Namibia,-22.9576,18.4904,Maize,2010,19882,285,56,20.62
20972,Namibia,-22.9576,18.4904,Maize,1996,6835,285,56,19.79
20990,Namibia,-22.9576,18.4904,Sorghum,2001,3821,285,56,20.37
20973,Namibia,-22.9576,18.4904,Sorghum,1996,2174,285,56,19.79
20978,Namibia,-22.9576,18.4904,Maize,1998,6608,285,56,20.83
20998,Namibia,-22.9576,18.4904,Sorghum,2004,3249,285,56,21.01
20976,Namibia,-22.9576,18.4904,Sorghum,1997,3740,285,56,19.97
20956,Namibia,-22.9576,18.4904,Wheat,1990,44250,285,42,20.4
21004,Namibia,-22.9576,18.4904,Maize,2006,21053,285,56,19.42
21025,Namibia,-22.9576,18.4904,Potatoes,2011,119667,285,56,19.26
20984,Namibia,-22.9576,18.4904,Maize,2000,7170,285,56,20.26
21032,Namibia,-22.9576,18.4904,Maize,2013,18683,285,56,20.73
21013,Namibia,-22.9576,18.4904,Potatoes,2008,131969,285,56,20.18
20988,Namibia,-22.9576,18.4904,Maize,2001,13254,285,56,20.37
20962,Namibia,-22.9576,18.4904,Wheat,1992,51933,285,48,20.36
21002,Namibia,-22.9576,18.4904,Sorghum,2005,2400,285,56,20.46
21019,Namibia,-22.9576,18.4904,Wheat,2009,67214,285,56,20.02
21018,Namibia,-22.9576,18.4904,Sorghum,2009,2382,285,56,20.02
21017,Namibia,-22.9576,18.4904,Potatoes,2009,130495,285,56,20.02
20969,Namibia,-22.9576,18.4904,Maize,1995,8768,285,56,20.76
20975,Namibia,-22.9576,18.4904,Maize,1997,15727,285,56,19.97
20971,Namibia,-22.9576,18.4904,Wheat,1995,55172,285,56,20.76
21011,Namibia,-22.9576,18.4904,Wheat,2007,51342,285,56,20.49
21006,Namibia,-22.9576,18.4904,Sorghum,2006,2911,285,56,19.42
21021,Namibia,-22.9576,18.4904,Potatoes,2010,121175,285,56,20.62
20968,Namibia,-22.9576,18.4904,Wheat,1994,52500,285,56,20.14
20958,Namibia,-22.9576,18.4904,Sorghum,1991,3441,285,39,19.92
20959,Namibia,-22.9576,18.4904,Wheat,1991,59000,285,39,19.92
20960,Namibia,-22.9576,18.4904,Maize,1992,5953,285,48,20.36
21001,Namibia,-22.9576,18.4904,Potatoes,2005,113065,285,56,20.46
21016,Namibia,-22.9576,18.4904,Maize,2009,21130,285,56,20.02
20980,Namibia,-22.9576,18.4904,Wheat,1998,49336,285,56,20.83
20979,Namibia,-22.9576,18.4904,Sorghum,1998,1242,285,56,20.83
20970,Namibia,-22.9576,18.4904,Sorghum,1995,2933,285,56,20.76
20967,Namibia,-22.9576,18.4904,Sorghum,1994,2062,285,56,20.14
20966,Namibia,-22.9576,18.4904,Maize,1994,11549,285,56,20.14
21028,Namibia,-22.9576,18.4904,Maize,2012,18999,285,56,20.11
21024,Namibia,-22.9576,18.4904,Maize,2011,19297,285,56,19.26
20964,Namibia,-22.9576,18.4904,Sorghum,1993,2333,285,56,20.43
20965,Namibia,-22.9576,18.4904,Wheat,1993,43846,285,56,20.43
20961,Namibia,-22.9576,18.4904,Sorghum,1992,973,285,48,20.36
21000,Namibia,-22.9576,18.4904,Maize,2005,22606,285,56,20.46
20999,Namibia,-22.9576,18.4904,Wheat,2004,41622,285,56,21.01
21030,Namibia,-22.9576,18.4904,Sorghum,2012,2862,285,56,20.11
21031,Namibia,-22.9576,18.4904,Wheat,2012,61692,285,56,20.11
20957,Namibia,-22.9576,18.4904,Maize,1991,11950,285,39,19.92
21005,Namibia,-22.9576,18.4904,Potatoes,2006,69796,285,56,19.42
21035,Namibia,-22.9576,18.4904,Wheat,2013,62084,285,56,20.73
20963,Namibia,-22.9576,18.4904,Maize,1993,7764,285,56,20.43
21029,Namibia,-22.9576,18.4904,Potatoes,2012,120805,285,56,20.11
21012,Namibia,-22.9576,18.4904,Maize,2008,20980,285,56,20.18
21088,Nepal,28.3949,84.124,"Rice, paddy",2000,27028,1500,111.72,15.13
21089,Nepal,28.3949,84.124,Soybeans,2000,8492,1500,111.72,15.13
21085,Nepal,28.3949,84.124,Wheat,1999,16955,1500,101.39,15.78
21116,Nepal,28.3949,84.124,Maize,2007,20909,1500,344.06,15.54
21139,Nepal,28.3949,84.124,Soybeans,2011,9659,1500,342.92,15.12
21123,Nepal,28.3949,84.124,"Rice, paddy",2008,27750,1500,353.43,15.27
21044,Nepal,28.3949,84.124,Soybeans,1991,5964,1500,60.11,14.94
21036,Nepal,28.3949,84.124,Maize,1990,16246,1500,60.11,15.11
21070,Nepal,28.3949,84.124,Wheat,1996,15500,1500,70.43,15.37
21083,Nepal,28.3949,84.124,"Rice, paddy",1999,24722,1500,101.39,15.78
21090,Nepal,28.3949,84.124,Wheat,2000,17931,1500,111.72,15.13
21081,Nepal,28.3949,84.124,Maize,1999,16776,1500,101.39,15.78
21138,Nepal,28.3949,84.124,"Rice, paddy",2011,29805,1500,342.92,15.12
21037,Nepal,28.3949,84.124,Potatoes,1990,80601,1500,60.11,15.11
21136,Nepal,28.3949,84.124,Maize,2011,22814,1500,342.92,15.12
21100,Nepal,28.3949,84.124,Wheat,2002,18859,1500,132.36,15.44
21137,Nepal,28.3949,84.124,Potatoes,2011,137352,1500,342.92,15.12
21122,Nepal,28.3949,84.124,Potatoes,2008,131100,1500,353.43,15.27
21087,Nepal,28.3949,84.124,Potatoes,2000,96436,1500,111.72,15.13
21132,Nepal,28.3949,84.124,Potatoes,2010,135841,1500,332.01,15.96
21133,Nepal,28.3949,84.124,"Rice, paddy",2010,27164,1500,332.01,15.96
21134,Nepal,28.3949,84.124,Soybeans,2010,9206,1500,332.01,15.96
21135,Nepal,28.3949,84.124,Wheat,2010,21289,1500,332.01,15.96
21140,Nepal,28.3949,84.124,Wheat,2011,22747,1500,342.92,15.12
21084,Nepal,28.3949,84.124,Soybeans,1999,7732,1500,101.39,15.78
21063,Nepal,28.3949,84.124,"Rice, paddy",1995,23910,1500,60.11,15.3
21150,Nepal,28.3949,84.124,Wheat,2013,22902,1500,454.53,15.79
21064,Nepal,28.3949,84.124,Soybeans,1995,6540,1500,60.11,15.3
21057,Nepal,28.3949,84.124,Potatoes,1994,87539,1500,60.11,15.3
21145,Nepal,28.3949,84.124,Wheat,2012,24123,1500,410.32,15.2
21086,Nepal,28.3949,84.124,Maize,2000,17275,1500,111.72,15.13
21043,Nepal,28.3949,84.124,"Rice, paddy",1991,22826,1500,60.11,14.94
21048,Nepal,28.3949,84.124,"Rice, paddy",1992,20481,1500,60.11,14.95
21055,Nepal,28.3949,84.124,Wheat,1993,12460,1500,60.11,15.16
21124,Nepal,28.3949,84.124,Soybeans,2008,9048,1500,353.43,15.27
21082,Nepal,28.3949,84.124,Potatoes,1999,92599,1500,101.39,15.78
21069,Nepal,28.3949,84.124,Soybeans,1996,6601,1500,70.43,15.37
21102,Nepal,28.3949,84.124,Potatoes,2004,114898,1500,153,15.36
21062,Nepal,28.3949,84.124,Potatoes,1995,85926,1500,60.11,15.3
21073,Nepal,28.3949,84.124,"Rice, paddy",1997,24170,1500,80.75,14.5
21074,Nepal,28.3949,84.124,Soybeans,1997,6873,1500,80.75,14.5
